claim_id,entity_id,claim_type,claim_value,confidence,source_id,review_status
CLM_00822,ENT_ASOPUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00823,ENT_ASOPUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00824,ENT_ASOPUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00825,ENT_ASOPUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00826,ENT_SPERCHEIOS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00827,ENT_SPERCHEIOS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00828,ENT_SPERCHEIOS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00829,ENT_SPERCHEIOS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00830,ENT_SPERCHEIOS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00831,ENT_SPERCHEIOS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00832,ENT_HEBRUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00833,ENT_HEBRUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00834,ENT_HEBRUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00835,ENT_HEBRUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00836,ENT_HEBRUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00837,ENT_HEBRUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00838,ENT_ERIDANUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00839,ENT_ERIDANUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00840,ENT_ERIDANUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00841,ENT_ERIDANUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00842,ENT_ERIDANUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00843,ENT_ERIDANUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00844,ENT_NILE,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00845,ENT_NILE,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00846,ENT_NILE,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00847,ENT_NILE,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00848,ENT_NILE,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00849,ENT_NILE,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00850,ENT_STRYMON,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00851,ENT_STRYMON,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00852,ENT_STRYMON,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00853,ENT_STRYMON,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00854,ENT_STRYMON,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00855,ENT_STRYMON,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00856,ENT_AESAR,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00857,ENT_AESAR,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00858,ENT_AESAR,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00859,ENT_AESAR,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00860,ENT_AESAR,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00861,ENT_AESAR,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00862,ENT_ACHELOUS_MINOR,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00863,ENT_ACHELOUS_MINOR,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00864,ENT_ACHELOUS_MINOR,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00865,ENT_ACHELOUS_MINOR,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00866,ENT_ACHELOUS_MINOR,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00867,ENT_ACHELOUS_MINOR,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00868,ENT_ACHERON_RIVER,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00869,ENT_ACHERON_RIVER,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00870,ENT_ACHERON_RIVER,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00871,ENT_ACHERON_RIVER,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00872,ENT_ACHERON_RIVER,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00873,ENT_ACHERON_RIVER,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00874,ENT_AESEPUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00875,ENT_AESEPUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00876,ENT_AESEPUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00877,ENT_AESEPUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00878,ENT_AESEPUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00879,ENT_AESEPUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00880,ENT_AXIUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00881,ENT_AXIUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00882,ENT_AXIUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00883,ENT_AXIUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00884,ENT_AXIUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00885,ENT_AXIUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00886,ENT_CAICUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00887,ENT_CAICUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00888,ENT_CAICUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00889,ENT_CAICUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00890,ENT_CAICUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00891,ENT_CAICUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00892,ENT_CLADEUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00893,ENT_CLADEUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00894,ENT_CLADEUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00895,ENT_CLADEUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00896,ENT_CLADEUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00897,ENT_CLADEUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00898,ENT_CYDNUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00899,ENT_CYDNUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00900,ENT_CYDNUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00901,ENT_CYDNUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00902,ENT_CYDNUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00903,ENT_CYDNUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00904,ENT_EVENUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00905,ENT_EVENUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00906,ENT_EVENUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00907,ENT_EVENUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00908,ENT_EVENUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00909,ENT_EVENUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00910,ENT_ERYMANTHUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00911,ENT_ERYMANTHUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00912,ENT_ERYMANTHUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00913,ENT_ERYMANTHUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00914,ENT_ERYMANTHUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00915,ENT_ERYMANTHUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00916,ENT_GRANICUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00917,ENT_GRANICUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00918,ENT_GRANICUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00919,ENT_GRANICUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00920,ENT_GRANICUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00921,ENT_GRANICUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00922,ENT_ILISSUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00923,ENT_ILISSUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00924,ENT_ILISSUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00925,ENT_ILISSUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00926,ENT_ILISSUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00927,ENT_ILISSUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00928,ENT_ISMENUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00929,ENT_ISMENUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00930,ENT_ISMENUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00931,ENT_ISMENUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00932,ENT_ISMENUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00933,ENT_ISMENUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00934,ENT_MAEANDER,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00935,ENT_MAEANDER,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00936,ENT_MAEANDER,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00937,ENT_MAEANDER,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00938,ENT_MAEANDER,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00939,ENT_MAEANDER,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00940,ENT_MELES,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00941,ENT_MELES,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00942,ENT_MELES,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00943,ENT_MELES,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00944,ENT_MELES,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00945,ENT_MELES,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00946,ENT_NESSUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00947,ENT_NESSUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00948,ENT_NESSUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00949,ENT_NESSUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00950,ENT_NESSUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00951,ENT_NESSUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00952,ENT_SANGARIUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00953,ENT_SANGARIUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00954,ENT_SANGARIUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00955,ENT_SANGARIUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00956,ENT_SANGARIUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00957,ENT_SANGARIUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00958,ENT_SATNIOEIS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00959,ENT_SATNIOEIS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00960,ENT_SATNIOEIS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00961,ENT_SATNIOEIS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00962,ENT_SATNIOEIS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00963,ENT_SATNIOEIS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00964,ENT_TITARESIUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00965,ENT_TITARESIUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00966,ENT_TITARESIUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00967,ENT_TITARESIUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00968,ENT_TITARESIUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00969,ENT_TITARESIUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00970,ENT_XANTHUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00971,ENT_XANTHUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00972,ENT_XANTHUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00973,ENT_XANTHUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00974,ENT_XANTHUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00975,ENT_XANTHUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00976,ENT_THERMODON,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00977,ENT_THERMODON,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00978,ENT_THERMODON,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00979,ENT_THERMODON,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00980,ENT_THERMODON,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00981,ENT_THERMODON,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00982,ENT_PARTHENIUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00983,ENT_PARTHENIUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00984,ENT_PARTHENIUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00985,ENT_PARTHENIUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00986,ENT_PARTHENIUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00987,ENT_PARTHENIUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00988,ENT_RHESUS_RIVER,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00989,ENT_RHESUS_RIVER,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00990,ENT_RHESUS_RIVER,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00991,ENT_RHESUS_RIVER,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00992,ENT_RHESUS_RIVER,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00993,ENT_RHESUS_RIVER,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00994,ENT_PHASIS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00995,ENT_PHASIS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00996,ENT_PHASIS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00997,ENT_PHASIS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00998,ENT_PHASIS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00999,ENT_PHASIS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_01000,ENT_AGANIPPE,domain,spring,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01001,ENT_AGANIPPE,domain,inspiration,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01002,ENT_AGANIPPE,tag,naiad,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01003,ENT_AGANIPPE,tag,spring,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01004,ENT_AMALTHEIA,domain,nurse of Zeus,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01005,ENT_AMALTHEIA,domain,mount Ida,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01006,ENT_AMALTHEIA,tag,nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01007,ENT_AMALTHEIA,tag,mountain,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01008,ENT_AEGINA,domain,island/lineage,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01009,ENT_AEGINA,domain,local heroine,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01010,ENT_AEGINA,tag,nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01011,ENT_AEGINA,tag,place,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01012,ENT_ARETHUSA,domain,spring,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01013,ENT_ARETHUSA,domain,freshwater,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01014,ENT_ARETHUSA,tag,naiad,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01015,ENT_ARETHUSA,tag,spring,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01016,ENT_CYRENE,domain,hunting,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01017,ENT_CYRENE,domain,city foundation,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01018,ENT_CYRENE,tag,nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01019,ENT_CYRENE,tag,wilds,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01020,ENT_DAPHNE,domain,laurel,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01021,ENT_DAPHNE,domain,wilderness,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01022,ENT_DAPHNE,tag,nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01023,ENT_DAPHNE,tag,tree,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01024,ENT_ECHO,domain,mountains,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01025,ENT_ECHO,domain,sound,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01026,ENT_ECHO,tag,oread,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01027,ENT_ECHO,tag,mountain,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01028,ENT_SYRINX,domain,reeds,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01029,ENT_SYRINX,domain,Pan myth,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01030,ENT_SYRINX,tag,nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01031,ENT_SYRINX,tag,wetlands,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01032,ENT_DIRCE,domain,spring,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01033,ENT_DIRCE,domain,Thebes,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01034,ENT_DIRCE,tag,nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01035,ENT_DIRCE,tag,spring,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01036,ENT_SALMACIS,domain,spring,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01037,ENT_SALMACIS,domain,transformation,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01038,ENT_SALMACIS,tag,naiad,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01039,ENT_SALMACIS,tag,spring,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01040,ENT_CALYPSO,domain,island,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01041,ENT_CALYPSO,domain,concealment,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01042,ENT_CALYPSO,tag,nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01043,ENT_CALYPSO,tag,island,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01044,ENT_MAIA,domain,mother of Hermes,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01045,ENT_MAIA,domain,mountain cave,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01046,ENT_MAIA,tag,pleiad,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01047,ENT_MAIA,tag,nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01048,ENT_MAIA,tag,cave,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01049,ENT_ELECTRA_OCEANID,domain,cloud/water nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01050,ENT_ELECTRA_OCEANID,tag,oceanid,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01051,ENT_METIS,domain,counsel,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01052,ENT_METIS,domain,wisdom,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01053,ENT_METIS,tag,oceanid,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01054,ENT_METIS,tag,titaness,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01055,ENT_EURYNOME_OCEANID,domain,meadows/water nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01056,ENT_EURYNOME_OCEANID,tag,oceanid,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01057,ENT_CLYMENE_OCEANID,domain,water nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01058,ENT_CLYMENE_OCEANID,tag,oceanid,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01059,ENT_ASIA,domain,region/name,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01060,ENT_ASIA,domain,water nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01061,ENT_ASIA,tag,oceanid,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01062,ENT_PLEIONE,domain,water nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01063,ENT_PLEIONE,domain,mother of Pleiades,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01064,ENT_PLEIONE,tag,oceanid,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01065,ENT_CALLIRRHOE,domain,beautiful-flowing water,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01066,ENT_CALLIRRHOE,tag,oceanid,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01067,ENT_PERSEIS,domain,water nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01068,ENT_PERSEIS,tag,oceanid,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01069,ENT_IDYIA,domain,knowledge,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01070,ENT_IDYIA,domain,water nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01071,ENT_IDYIA,tag,oceanid,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01072,ENT_AETHRA_OCEANID,domain,bright sky/water nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01073,ENT_AETHRA_OCEANID,tag,oceanid,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01074,ENT_BEROE,domain,city nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01075,ENT_BEROE,tag,nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01076,ENT_BEROE,tag,place,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01077,ENT_EPHYRA,domain,place nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01078,ENT_EPHYRA,tag,nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01079,ENT_EPHYRA,tag,place,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01080,ENT_MELIA,domain,ash tree,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01081,ENT_MELIA,domain,mother of race/lineage,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01082,ENT_MELIA,tag,meliae,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01083,ENT_MELIA,tag,tree,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01084,ENT_PEITHO_OCEANID,domain,persuasion,B,SRC_THEOI_NYMPHS,candidate_verified_name
CLM_01085,ENT_PEITHO_OCEANID,domain,water nymph,B,SRC_THEOI_NYMPHS,candidate_verified_name
